id,production_company
43959,Brookwell-McNamara Entertainment
43959,FilmDistrict
43959,Affirm Films
10364,Paramount Pictures
10364,Filmways Productions
16991,Legendary Pictures
16991,De Line Pictures
9610,De Laurentiis Entertainment Group
1578,United Artists
25643,Universal Pictures
25643,Stuber Productions
25643,Camp / Thompson Pictures
25643,Relativity Media
25643,Scion Films
25643,Traveling Film Productions
11904,Paramount Pictures
11904,Amblin Entertainment
28665,United Artists
28665,Lakeshore Entertainment
28665,Metro-Goldwyn-Mayer (MGM)
44115,Fox Searchlight Pictures
44115,Warner Bros.
44115,Cloud Eight Films
44115,Pathé
44115,Film4
44115,Everest Entertainment
44115,HandMade Films
10569,DreamWorks SKG
10560,Columbia Pictures
333348,Imagine Entertainment
333348,Groundswell Productions
333348,CBS Films
20483,Fox 2000 Pictures
20483,Mad Chance
20483,Nimbus Film Productions
20483,Mediastream Dritte Film GmbH & Co. Beteiligungs KG
20483,Splendid Productions
11457,New Line Cinema
321697,Universal Pictures
321697,Scott Rudin Productions
321697,Legendary Pictures
321697,The Mark Gordon Company
321697,Management 360
321697,Cloud Eight Films
19840,Ingenious Film Partners
19840,1492 Pictures
19840,Fox Atomic
19840,Dune Entertainment III
19840,Bece Canada Productions
22327,Dimension Films
38665,ITC Entertainment
2575,Columbia Pictures
2575,Merlin Films
11644,Cinema 77
146227,Dark Castle Entertainment
146227,Signature Pictures
146227,After Dark Films
146227,Silver Reel
146227,Saints LA
146227,Bomar OOD
146227,thefyzz
146227,Dunulf Productions
146227,Emmitt Productions Limited
146227,ADF Acquisitions
68924,Fox Searchlight Pictures
68924,Good Machine
68924,Canal+ Droits Audiovisuels
253235,Castle Rock Entertainment
253235,Envision Entertainment
253235,ASIG Productions
22102,Columbia Pictures
22102,Weintraub Entertainment Group
18701,Serendipity Point Films
10068,Metro-Goldwyn-Mayer (MGM)
10068,Producers Sales Organization (PSO)
10068,Jonesfilm
10068,Galactic Films
10068,Triple Ajaxxx
848,Paramount Pictures
848,Walt Disney Productions
36811,Zephyr Films
36811,Egoli Tossell Film
522,Touchstone Pictures
130150,Mr. Mudd Production
130150,Indian Paintbrush
130150,Right of Way Films
12246,Kinokompaniya CTB
12246,X-Filme Creative Pool
12246,Andreevsky Flag Film Company
12246,Kinofabrika
12246,Eurasia Film Production
13809,StudioCanal
13809,Dark Castle Entertainment
13809,Toff Guy Films
13809,Warner Bros.
27380,Golden Harvest Company
27380,Northshore Investments Ltd.
10549,Castle Rock Entertainment
10549,Turner Pictures (I)
33870,Great Scott Productions Pty. Ltd.
245703,Warner Bros.
245703,Faliro House Productions
245703,Tri-State Pictures
10739,DreamWorks SKG
10739,Granada Film Productions
10739,Perdido Prod.
10739,Canal+
127560,Archer Street Productions
127560,Lionsgate
127560,Pictures in Paradise
127560,Silver Reel
127560,Latitude Media
127560,Thai Occidental Productions
37903,Les Films du Losange
37903,Wega Film
37903,Lucky Red
37903,X-Filme Creative Pool
10017,New Century Entertainment Corporation
10017,Alliance Entertainment
10017,Turbo Productions
11468,Castle Rock Entertainment
11468,Darkwoods Productions
193613,Exclusive Media Group
193613,Picturehouse Entertainment
17436,Senator Entertainment Co
43434,Egoli Tossell Film AG
43434,Canal+
43434,Arte France
43434,Films en Stock
31166,Central-Europa Film
31166,Canal+
31166,TF1 International
31166,Morena Films
31166,Lumiere
31166,LeBrocquy Fraser Productions
31166,Better Wide
69848,Filmax
69848,Silver Lion Films
69848,Televisa S.A. de C.V.
69848,Arco Films S.L
69848,Hool/Macdonald Productions
69848,Producciones San Patricia
8408,Dead Films
8408,Laurel Entertainment
8408,Toei
332411,Patriot Pictures
332411,Vallelonga Productions
332411,Vengeance is Mine Productions
332411,Hannibal Classics
9389,Onyx Films
9389,Backup Films
9389,France2 Cinéma
9389,Centre National de la Cinématographie (CNC)
9626,Famous Films (II)
9626,Metro-Goldwyn-Mayer (MGM)
9626,Dino De Laurentiis Company
75638,First Generation Films
75638,Antena 3 Films
75638,Televisió de Catalunya TV3
75638,Canal+ España
75638,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)
75638,Millennium Films
75638,Nostromo Pictures
75638,Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC)
75638,Cindy Cowan Entertainment
75638,La Sexta
75638,Attitude Pinículas y Films A.I.E.
8363,Columbia Pictures
8363,Apatow Productions
15670,Lions Gate Films
15670,"Tyler Perry Company, The"
290555,Copperheart Entertainment
290555,Entertainment One
290555,Dark Hero Studios
8328,Summit Entertainment
8328,Offspring Entertainment
8328,Touchstone Pictures
10982,The Weinstein Company
10982,Kanbar Entertainment
10982,Blue Yonder Films
205,Lions Gate Films
205,United Artists
205,Industrial Development Corporation of South Africa
205,Endgame Entertainment
205,Miracle Pictures
205,Sixth Sense Productions
205,Mikado Film
205,Inside Track Films
1620,Twentieth Century Fox Film Corporation
1620,Dune Entertainment
1620,Anka Film
1620,EuropaCorp
1620,Daybreak Productions
1620,Prime Universe Productions
175541,Fox Searchlight Pictures
175541,Malvern Pictures
241254,Grindstone Entertainment Group
241254,Emmett/Furla Films
241254,Oasis Films
241254,Aperture Entertainment
1933,Cruise/Wagner Productions
1933,Canal Plus
1933,Sogecine
1933,Las Producciones del Escorpion
1933,Lucky Red
1933,Dimension Films
1933,Miramax
679,Twentieth Century Fox Film Corporation
679,SLM Production Group
679,Brandywine Productions
11113,Warner Bros.
3597,Columbia Pictures Corporation
3597,Mandalay Entertainment
3597,Summer Knowledge LLC
193893,Twentieth Century Fox Film Corporation
193893,WideAwake
193893,Genre Films
9675,Fox Searchlight Pictures
9675,Michael London Productions
9675,Sideways Productions Inc.
9988,Broken Lizard Industries
948,Compass International Pictures
948,Falcon International Productions
21765,Jim Henson Pictures
21765,Metro-Goldwyn-Mayer (MGM)
146304,Universal
7516,Universal Pictures
7516,StudioCanal
7516,Relativity Media
7516,Scion Films
7516,Working Title Films
41439,Lionsgate
41439,Twisted Pictures
41439,Serendipity Productions
2752,Miramax Films
2752,Universal Pictures
2752,Working Title Films
9429,Paramount Pictures
9429,SNL Studios
38117,CBS Films
38117,Mel's Cite du Cinema
38117,Storefront Films
9792,Fox Searchlight Pictures
9792,Dune Entertainment
9792,Major Studio Partners
9792,Craven-Maddalena Films
13778,Paramount Pictures
13778,Happy Madison Productions
228203,Walt Disney Pictures
228203,Mayhem Pictures
41382,Cube Vision
41382,Sweepstake Productions
13960,Warner Bros.
114150,Brownstone Productions
26602,Tollin/Robbins Productions
26602,Warner Bros.
10223,Paramount Pictures
16028,Dimension Films
16028,Focus Features
16028,Good Machine
16028,Radar Pictures
15639,Parallel Pictures
16112,Columbia Pictures
16112,Children's Television Workshop
16112,Jim Henson Pictures
26390,Nu Image Films
26390,Langley Productions
26390,Thunder Road Productions
26390,Fuqua Films
26390,Millennium Films
27759,Allied Artists Pictures
27759,Samuel Bronston Productions
109428,TriStar Pictures
109428,Ghost House Pictures
109428,FilmDistrict
23049,Fox Searchlight Pictures
23049,26 Films
9310,Universal Pictures
9310,Depth of Field
11411,Cannon Films
11411,Warner Bros.
11411,London-Cannon Films
11411,Golan-Globus Productions
16988,MTV Films
16988,Téléfilm Canada
16988,Celluloid Dreams
16988,Astral Media
16988,Canadian Film or Video Production Tax Credit (CPTC)
16988,Corus Entertainment
16988,Movie Central Network
16988,Chum Television
16988,Ontario Media Development Corporation (OMDC)
16988,"Movie Network, The (TMN)"
16988,Shaw Rocket Fund
16988,Canadian Television Fund
16988,Harold Greenberg Fund
16988,Sienna Films
16988,Ontario Film and Television Tax Credit (OFTTC)
16988,Canada Television and Cable Production Fund License Program (CTCPF)
7304,International Production Company
7304,True Grit Productions
7304,Zero Gravity Management
7304,Pierce/Williams Entertainment
24747,Dean River Productions
24747,Bobby Jones Films LLC
24747,LIFE(n)
24747,McDongall Films
58048,HandMade Films
58048,"Vista Organisation, The"
1491,Michael London Productions
1491,Stillking Films
1491,Bob Yari Productions
1491,Bull's Eye Entertainment
1491,Contagious Entertainment
1491,Revolution Sun Studios
2989,American Filmworks
10629,Jerry Bruckheimer Films
10629,Touchstone Pictures
255343,Nexus Factory
255343,uFilm
255343,Jaguar Films
255343,Umedia
255343,Chapter 2
255343,Roxbury
4723,Universal Pictures
4723,Destination Films
4723,Persistent Entertainment
4723,Wild Bunch
4723,Cherry Road Films LLC
4723,MHF Zweite Academy Film
4723,Darko Entertainment
4723,Academy Films
4723,Eden Roc Productions
10800,Futurikon
25763,Twentieth Century Fox Film Corporation
79694,StudioCanal
79694,Dark Castle Entertainment
79694,Warner Bros.
79694,Studio Babelsberg Motion Pictures
4032,Columbia Pictures
4032,Imagine Entertainment
18615,River Road Entertainment
18615,Edward R. Pressman Film
18615,Iron Film
10673,Twentieth Century Fox Film Corporation
4584,Columbia Pictures Corporation
4584,Mirage Enterprises
2977,Ecosse Films
2977,2 Entertain
2977,Bueprint Pictures
10760,Morgan Creek Productions
10760,Clifford Werber Productions
10760,SW7D Productions
11093,DreamWorks SKG
11093,Cobalt Media Group
11093,Bisgrove Entertainment
207,Touchstone Pictures
207,Silver Screen Partners IV
8467,New Line Cinema
8467,Motion Picture Corporation of America (MPCA)
639,Castle Rock Entertainment
639,Nelson Entertainment
24226,Twentieth Century Fox Film Corporation
9285,DreamWorks SKG
9285,The Montecito Picture Company
14709,Paramount Pictures
14709,MTV Films
74643,France 3 Cinéma
74643,La Petite Reine
74643,Studio 37
74643,uFilm
74643,Jouror Productions
74643,La Classe Américaine
74643,JD Prod
13788,Rogue Pictures
13788,Phantom Four
13788,Platinum Dunes
13788,Relativity Media
83666,Scott Rudin Productions
83666,Indian Paintbrush
83666,Focus Features
83666,American Empirical Pictures
83666,Moonrise
10781,New Line Cinema
10781,Next Entertainment
10781,Platinum Dunes
10781,Vortex/Henkel/Hooper
10781,Texas Chainsaw Productions
318850,Focus Features
13908,Columbia Pictures
13908,Revolution Studios
13908,Happy Madison Productions
1417,Estudios Picasso
1417,Esperanto Filmoj
1417,Tequila Gang
39180,Village Roadshow Pictures
39180,NPV Entertainment
39180,Robert Simonds Productions
39180,Warner Bros.
39180,Spot Pictures
16161,Columbia Pictures
16161,New Deal Productions
49950,Vertigo Entertainment
49950,Screen Gems
10956,Columbia Pictures
10956,Happy Madison Productions
9594,Stone Group Pictures
4638,Universal Pictures
4638,Big Talk Productions
4638,StudioCanal
4638,GAGA
4638,Working Title Films
13972,New Line Cinema
5038,The Weinstein Company
5038,Gravier Productions
5038,Antena 3 Films
5038,Televisió de Catalunya (TV3)
5038,Antena 3 Televisión
5038,Mediapro
13491,Danmarks Radio (DR)
13491,Telepool
13491,AMC Pictures
13491,TV4 Sweden
13491,SF Norge
13491,Molinare Studios
13491,Yleisradio (YLE)
13491,Svensk Filmindustri (SF)
13491,Juonifilmi
13491,TV2 Norge
13491,Film i Väst
13491,Soundchef Studios
13491,Arion Communications Ltd.
13491,Dagsljus Filmequipment
13491,Sheba Films
13491,Sandline Production
13491,Europa Film Sound Production
10571,Punch 21 Productions
10994,Pandora Filmproduktion
10994,John Wells Productions
10994,Gaylord Films
10994,Warner Bros.
10994,Oleandor Productions
19994,Dune Entertainment
19994,Fox Atomic
25166,Code Entertainment
25166,Neverland Films
30890,Orion Pictures
23169,Summit Entertainment
17403,Golden Mean
17403,Focus Features
17403,Radar Pictures
12120,Weintraub Entertainment Group
12120,The Catalina Production Group
9800,TriStar Pictures
9800,Clinica Estetico
1090,Columbia Pictures
1090,Centropolis Film Productions
18475,Cookout Productions
40160,Palladium Productions
40160,American International Pictures (AIP)
40160,Meteor Joint Venture
18074,Hollywood Pictures
18074,Beacon Pictures
18074,Seven Arts Pictures
9689,DreamWorks SKG
9781,New Line Cinema
9781,Base 12 Productions
9781,Corrupter Production Service Ltd.
9781,Takoma Entertainment
9781,KISS Nation
8009,Davis-Panzer Productions
8009,Thorn EMI Screen Entertainment
3877,DreamWorks SKG
3877,Neal Street Productions
3877,DreamWorks Pictures
3877,Province of British Columbia Production Services Tax Credit
8854,Quincy Jones-David Salzman Entertainment
8854,Warner Bros.
8854,DC Entertainment
152599,Kingsgate Films
152599,Worldview Entertainment
18840,Sony Pictures Classics
18840,Shanghai Film Group
18840,Merchant Ivory Productions
68727,Cloud Eight Films
68727,Pathé
68727,Decibel Films
68727,Film4
12657,Metro-Goldwyn-Mayer (MGM)
8265,Centre National de la Cinématographie
8265,TF1 Films Productions
8265,Pathé Renn Productions
8265,Hirsch
8265,Canal+
8265,CinéCinéma
8265,Région Nord-Pas-de-Calais
8265,Les Productions du Chicon
8265,Centre Régional des Ressources Audiovisuelles (CRRAV)
34647,BIM Distribuzione
34647,Wild Bunch
73935,Lucky Monkey Pictures
73935,Red Hour Films
28178,Grand Army Entertainment
28178,Scion Films
28178,Inferno Distribution
28178,Stage 6 Films
28178,Hachiko
28178,Opperman Viner Chrystyn Entertainment
185567,Eskwad
185567,M6 Films
185567,Canal+
185567,Pathé
185567,Ciné+
185567,Lobster Tree
185567,W9
264656,The Javelina Film Company
264656,EuropaCorp
264656,Ithaca Pictures
35696,Warner Bros.
35696,Morgan Creek Productions
16351,Alliance Atlantis Communications
16351,Serendipity Point Films
16351,Ego Film Arts
18777,Sidney Kimmel Entertainment
18777,Greenestreet Films
18777,Longfellow Pictures
18777,Bonnie Timmermann Productions
2110,Canal Plus
2110,TF1 Films Productions
2110,Tobis
2110,Destiny
2110,EuropaCorp
9035,Universal Pictures
90,Paramount Pictures
90,Eddie Murphy Productions
771,Twentieth Century Fox Film Corporation
771,Hughes Entertainment
12154,Touchstone Pictures
12154,Interscope Communications
9576,Columbia Pictures Corporation
9576,Mirage Enterprises
9576,Punch Productions
9576,Delphi Films
9576,The Criterion Collection
744,Paramount Pictures
146,Sony Pictures Classics
146,China Film Co-Production Corporation
146,Columbia Pictures Film Production Asia
146,Good Machine
146,EDKO Film
146,Asia Union Film & Entertainment Ltd.
146,United China Vision
146,Zoom Hunt International Productions Company Ltd.
14,DreamWorks SKG
14,Jinks/Cohen Company
45269,The Weinstein Company
45269,UK Film Council
45269,Bedlam Productions
45269,See-Saw Films
45269,Aegis Film Fund
45269,FilmNation Entertainment
45269,Momentum Pictures
45269,Molinare Investment
9493,Universal Pictures
22556,area japan
873,Amblin Entertainment
873,The Guber-Peters Company
873,Warner Bros.
33196,Polygon Entertainment
33196,CJ Entertainment
33196,Doosabu Film
205596,Black Bear Pictures
205596,Bristol Automotive
10765,Warner Bros.
16769,Universal Pictures
33217,Dune Entertainment
33217,Color Force
33217,Dayday Films
132232,Universal Pictures
132232,Toma 78
132232,De Milo
11153,Warner Bros.
208134,Paramount Pictures
208134,MTV Films
208134,Dickhouse Productions
1165,BIM Distribuzione
1165,Granada Film Productions
1165,Scott Rudin Productions
1165,Pathé Renn Productions
1165,Pathé Pictures International
1165,Canal+
1165,Future Films
1165,France 3 Cinema
4011,"Geffen Company, The"
4011,Warner Bros.
17202,Lions Gate Films
9587,Columbia Pictures
65086,Hammer Film Productions
65086,UK Film Council
65086,Alliance Films
65086,Film i Väst
65086,Talisman Productions
65086,Cross Creek Pictures
65086,Exclusive Media Group
65086,Filmgate Films
10053,Davis Entertainment
10053,Screen Gems
11870,Universal Pictures
11778,Universal Pictures
11778,EMI Films Ltd.
586,New Line Cinema
586,Tribeca Productions
586,Baltimore Pictures
18736,Walt Disney Pictures
18736,Teen Life Productions
134411,Front Street Productions
134411,Participant Media
134411,Imagenation Abu Dhabi FZ
134411,Exclusive Media Group
134411,Spitfire Pictures
287903,Universal Pictures
287903,Legendary Pictures
9276,Dimension Films
9276,Los Hooligans Productions
15765,Touchstone Pictures
2142,Miramax Films
2142,Across the River Productions
2142,Woods Entertainment
11397,Original Film
11397,Columbia Pictures Corporation
11397,Neal H. Moritz Productions
77016,Emmett/Furla Films
77016,Exclusive Media Group
77016,Hedge Fund Film Partners
77016,Crave Films
77016,Knightsbridge Entertainment
